mu,mu_0,mu_1,mu_2,sigma,sigma_0,sigma_1,sigma_2
[ 3.74931372e+64 -1.91437871e+64  3.39975738e+64],[-5.02165198e+61  1.28480928e+62],[-2.17639731e+62  1.13294494e+62],[-5.86627550e+62  7.64942783e+61],"[ 4.25848055e-01 -8.15661454e-01 -2.94365969e-06 -8.15661454e-01
  2.36433953e+00 -2.07407914e-05 -2.94365969e-06 -2.07407914e-05
  1.31881303e-02]",[ 0.40957345 -0.83501219 -0.83501219  2.2008456 ],[ 0.4102805  -0.83514336 -0.83514336  2.20032317],[ 0.41051252 -0.83506734 -0.83506734  2.20112811]
[ 4.57644087e+64 -4.58870700e+64  5.24265615e+64],[-6.39761671e+61  1.63935992e+62],[-3.17599518e+62  1.74172976e+62],[-8.70416420e+62  2.88930241e+62],"[ 4.51968623e-01 -7.75554013e-01  1.41728797e-05 -7.75554013e-01
  2.33774168e+00  2.25088366e-05  1.41728797e-05  2.25088366e-05
  1.31881299e-02]",[ 0.40957337 -0.83501199 -0.83501199  2.20084508],[ 0.41027868 -0.83514221 -0.83514221  2.20032245],[ 0.41050752 -0.83506445 -0.83506445  2.20112623]
[ 4.53107728e+64 -8.87908745e+64  8.06276523e+64],[-6.80416526e+61  1.74824940e+62],[-4.14122694e+62  2.41319001e+62],[-1.15929665e+63  6.60370901e+62],"[ 4.96504151e-01 -7.58408109e-01  1.18781477e-05 -7.58408109e-01
  2.29430740e+00  1.50151720e-05  1.18781477e-05  1.50151720e-05
  1.31881278e-02]",[ 0.40957336 -0.83501196 -0.83501196  2.20084501],[ 0.41027795 -0.83514167 -0.83514167  2.20032205],[ 0.4105048  -0.83506165 -0.83506165  2.20112299]
[ 2.41824901e+64 -1.51554386e+65  1.23846886e+65],[-4.80575494e+61  1.24521244e+62],[-4.61252725e+62  2.94352047e+62],[-1.33476728e+63  1.24415402e+63],"[ 5.42683760e-01 -7.70329641e-01  1.14537336e-05 -7.70329641e-01
  2.24909908e+00  9.02441906e-06  1.14537336e-05  9.02441906e-06
  1.31881268e-02]",[ 0.40957331 -0.83501185 -0.83501185  2.20084474],[ 0.41027787 -0.83514157 -0.83514157  2.20032192],[ 0.41050385 -0.83505973 -0.83505973  2.20111825]
[-3.83902586e+64 -2.33691132e+65  1.90356682e+65],[ 1.95363681e+61 -4.71598203e+61],[-3.70450928e+62  2.90575346e+62],[-1.16107192e+63  2.07122909e+63],"[ 5.72356476e-01 -8.07603853e-01 -1.77634559e-05 -8.07603853e-01
  2.21904729e+00  2.53806162e-06 -1.77634559e-05  2.53806162e-06
  1.31881225e-02]",[ 0.40957316 -0.83501146 -0.83501146  2.20084374],[ 0.41027776 -0.83514158 -0.83514158  2.20032192],[ 0.4105035  -0.83505912 -0.83505912  2.20111243]
[-1.71322745e+65 -3.23440941e+65  2.93524177e+65],[ 1.70403245e+62 -4.31425241e+62],[1.17858705e+61 1.51401595e+62],[-2.30355184e+62  3.10554501e+63],"[ 5.72584339e-01 -8.56057827e-01 -2.69527714e-05 -8.56057827e-01
  2.21694440e+00  4.47578419e-06 -2.69527714e-05  4.47578419e-06
  1.31881300e-02]",[ 0.40957285 -0.83501068 -0.83501068  2.20084176],[ 0.41027695 -0.83514132 -0.83514132  2.20032183],[ 0.41050235 -0.83505977 -0.83505977  2.20110638]
[-4.06241292e+65 -3.90803290e+65  4.53170276e+65],[ 4.52336412e+62 -1.15067966e+63],[ 9.15624138e+62 -2.47744477e+62],[2.07111857e+63 4.17201235e+63],"[ 5.43971958e-01 -8.95468295e-01 -6.10599712e-06 -8.95468295e-01
  2.24423437e+00  8.11628708e-06 -6.10599712e-06  8.11628708e-06
  1.31881249e-02]",[ 0.40957241 -0.83500955 -0.83500955  2.20083889],[ 0.410275   -0.83514051 -0.83514051  2.20032149],[ 0.41049931 -0.83506109 -0.83506109  2.20110107]
[-7.81287580e+65 -3.76326230e+65  6.98626241e+65],[ 9.21121422e+62 -2.34806921e+63],[ 2.64269533e+63 -1.07983648e+63],[6.56362687e+63 4.85446073e+63],"[ 4.99032495e-01 -9.10623633e-01 -1.42057846e-05 -9.10623633e-01
  2.28939784e+00  1.25716343e-05 -1.42057846e-05  1.25716343e-05
  1.31881287e-02]",[ 0.40957191 -0.83500827 -0.83500827  2.20083563],[ 0.410272   -0.8351391  -0.8351391   2.20032083],[ 0.4104941  -0.83506226 -0.83506226  2.20109717]
[-1.32092303e+66 -1.74077925e+65  1.07558523e+66],[ 1.61739551e+63 -4.12856994e+63],[ 5.53867000e+63 -2.56018956e+63],[1.42182420e+64 4.32664962e+63],"[ 4.54213219e-01 -8.96143361e-01 -4.90704828e-06 -8.96143361e-01
  2.33477167e+00  2.17399048e-05 -4.90704828e-06  2.17399048e-05
  1.31881243e-02]",[ 0.40957144 -0.83500709 -0.83500709  2.20083262],[ 0.41026841 -0.83513728 -0.83513728  2.20031991],[ 0.41048733 -0.83506253 -0.83506253  2.20109477]
[-2.01222382e+66  3.86858371e+65  1.65533173e+66],[ 2.54443640e+63 -6.50239264e+63],[ 9.91501361e+63 -4.91698614e+63],[2.59475095e+64 1.17953921e+63],"[ 4.26723795e-01 -8.57515892e-01  1.44000643e-06 -8.57515892e-01
  2.36250820e+00  2.82492670e-05  1.44000643e-06  2.82492670e-05
  1.31881244e-02]",[ 0.4095711  -0.83500621 -0.83500621  2.20083038],[ 0.41026493 -0.83513541 -0.83513541  2.20031889],[ 0.41048016 -0.83506154 -0.83506154  2.20109342]
[-2.75203371e+66  1.53946993e+66  2.54906933e+66],[ 3.60540045e+63 -9.22482609e+63],[ 1.58513424e+64 -8.30187191e+63],[ 4.21274246e+64 -6.73953195e+63],"[ 4.27641367e-01 -8.09848322e-01  7.85317337e-06 -8.09848322e-01
  2.36152046e+00  1.46484898e-05  7.85317337e-06  1.46484898e-05
  1.31881236e-02]",[ 0.40957091 -0.83500572 -0.83500572  2.20082914],[ 0.41026222 -0.83513383 -0.83513383  2.20031798],[ 0.41047394 -0.8350594  -0.8350594   2.20109226]
[-3.29815395e+66  3.55576241e+66  3.92531956e+66],[ 4.51167636e+63 -1.15621795e+64],[ 2.28605499e+64 -1.26240004e+64],[ 6.18032885e+64 -2.23530622e+64],"[ 4.56648884e-01 -7.72055249e-01 -1.07324520e-05 -7.72055249e-01
  2.33312372e+00 -1.88515344e-05 -1.07324520e-05 -1.88515344e-05
  1.31881303e-02]",[ 0.40957084 -0.83500556 -0.83500556  2.20082874],[ 0.41026061 -0.83513281 -0.83513281  2.20031733],[ 0.41046959 -0.83505671 -0.83505671  2.2010904 ]
[-3.16223039e+66  6.75660691e+66  6.03454943e+66],[ 4.65408283e+63 -1.19624444e+64],[ 2.93854414e+64 -1.72854032e+64],[ 8.12521327e+64 -4.92182957e+64],"[ 5.02295686e-01 -7.58064370e-01 -2.67869253e-05 -7.58064370e-01
  2.28904169e+00 -2.00627267e-05 -2.67869253e-05 -2.00627267e-05
  1.31881284e-02]",[ 0.40957083 -0.83500554 -0.83500554  2.20082867],[ 0.41026001 -0.83513235 -0.83513235  2.20031698],[ 0.41046732 -0.8350542  -0.8350542   2.20108726]
[-1.44816237e+66  1.13941502e+67  9.26983375e+66],[ 2.96930620e+63 -7.71256549e+63],[ 3.19867588e+64 -2.07480039e+64],[ 9.17308703e+64 -9.09219985e+64],"[ 5.47603790e-01 -7.72983159e-01 -3.33708317e-05 -7.72983159e-01
  2.24497493e+00 -1.13187074e-05 -3.33708317e-05 -1.13187074e-05
  1.31881277e-02]",[ 0.40957078 -0.83500542 -0.83500542  2.20082836],[ 0.41025997 -0.83513228 -0.83513228  2.20031688],[ 0.41046656 -0.83505254 -0.83505254  2.20108277]
[3.48424494e+66 1.73969727e+67 1.42452618e+67],[-2.25618877e+63  5.56483784e+63],[ 2.41152946e+64 -1.98342776e+64],[ 7.58347546e+64 -1.49099923e+65],"[ 5.74563858e-01 -8.12251325e-01  2.40551992e-05 -8.12251325e-01
  2.21741320e+00 -7.44983972e-07  2.40551992e-05 -7.44983972e-07
  1.31881274e-02]",[ 0.40957062 -0.835005   -0.835005    2.20082731],[ 0.41025983 -0.83513228 -0.83513228  2.20031688],[ 0.41046622 -0.8350521  -0.8350521   2.20107734]
[1.37415054e+67 2.37470751e+67 2.19805152e+67],[-1.35788350e+64  3.44084572e+64],[-5.65678655e+63 -8.66024938e+63],[ 3.61974306e+63 -2.20151163e+65],"[ 5.70636902e-01 -8.61059991e-01  3.10715297e-05 -8.61059991e-01
  2.21857433e+00 -1.06890120e-05  3.10715297e-05 -1.06890120e-05
  1.31881267e-02]",[ 0.40957031 -0.83500422 -0.83500422  2.20082532],[ 0.41025894 -0.83513199 -0.83513199  2.20031678],[ 0.41046498 -0.83505277 -0.83505277  2.20107178]
[3.13880395e+67 2.82488802e+67 3.39776702e+67],[-3.45345966e+64  8.78737192e+64],[-7.42139994e+64  2.19652024e+64],[-1.68870219e+65 -2.91147498e+65],"[ 5.39165977e-01 -8.98441855e-01 -1.59277397e-05 -8.98441855e-01
  2.24866272e+00  9.36011313e-06 -1.59277397e-05  9.36011313e-06
  1.31881305e-02]",[ 0.40956988 -0.83500311 -0.83500311  2.20082251],[ 0.41025695 -0.83513114 -0.83513114  2.20031642],[ 0.41046191 -0.83505396 -0.83505396  2.20106695]
[5.90858043e+67 2.65468447e+67 5.23018394e+67],[-6.89428028e+64  1.75764804e+65],[-2.02595301e+65  8.42014747e+64],[-4.98188874e+65 -3.31885528e+65],"[ 4.94523002e-01 -9.10892352e-01 -7.25546905e-06 -9.10892352e-01
  2.29472443e+00  2.37704182e-06 -7.25546905e-06  2.37704182e-06
  1.31881249e-02]",[ 0.4095694  -0.83500188 -0.83500188  2.20081938],[ 0.41025399 -0.83512974 -0.83512974  2.20031575],[ 0.4104569  -0.83505492 -0.83505492  2.20106343]
[9.87519480e+67 1.08831380e+67 8.03395531e+67],[-1.19628368e+65  3.05379673e+65],[-4.15160819e+65  1.93297509e+65],[-1.05201014e+66 -2.83898318e+65],"[ 4.51438194e-01 -8.94473849e-01 -6.92272365e-06 -8.94473849e-01
  2.33945968e+00  7.88639979e-06 -6.92272365e-06  7.88639979e-06
  1.31881263e-02]",[ 0.40956896 -0.83500077 -0.83500077  2.20081655],[ 0.41025054 -0.83512799 -0.83512799  2.20031486],[ 0.41045054 -0.83505503 -0.83505503  2.20106127]
[ 1.49405898e+68 -3.08443547e+67  1.23468993e+68],[-1.86509483e+65  4.76640960e+65],[-7.34106231e+65  3.65601640e+65],[-1.89539244e+66 -4.81146304e+64],"[ 4.25922790e-01 -8.54982192e-01 -1.31928544e-06 -8.54982192e-01
  2.36587523e+00  3.06886423e-05 -1.31928544e-06  3.06886423e-05
  1.31881301e-02]",[ 0.40956864 -0.83499996 -0.83499996  2.20081448],[ 0.41024725 -0.8351262  -0.8351262   2.20031389],[ 0.41044392 -0.83505401 -0.83505401  2.20106002]
[ 2.03014345e+68 -1.18855504e+68  1.89819787e+68],[-2.62399984e+65  6.71385911e+65],[-1.16448042e+66  6.11708433e+65],[-3.04654418e+66  5.31837192e+65],"[ 4.28478324e-01 -8.07330840e-01 -7.73613388e-06 -8.07330840e-01
  2.36287138e+00 -2.37907242e-05 -7.73613388e-06 -2.37907242e-05
  1.31881295e-02]",[ 0.40956847 -0.83499951 -0.83499951  2.20081334],[ 0.41024469 -0.83512471 -0.83512471  2.20031302],[ 0.41043825 -0.83505198 -0.83505198  2.20105891]
[ 2.39910345e+68 -2.72355425e+68  2.92959078e+68],[-3.26577852e+65  8.36917760e+65],[-1.66685219e+66  9.23560763e+65],[-4.42624720e+66  1.66911822e+66],"[ 4.59121863e-01 -7.70434987e-01  1.57542863e-05 -7.70434987e-01
  2.33063260e+00  1.79040179e-05  1.57542863e-05  1.79040179e-05
  1.31881255e-02]",[ 0.40956841 -0.83499937 -0.83499937  2.20081298],[ 0.41024322 -0.83512376 -0.83512376  2.20031242],[ 0.41043437 -0.83504948 -0.83504948  2.20105711]
[ 2.18326107e+68 -5.16184989e+68  4.51571665e+68],[-3.32099537e+65  8.53628821e+65],[-2.11685301e+66  1.25204604e+66],[-5.72947075e+66  3.61103500e+66],"[ 5.05397953e-01 -7.59288591e-01 -1.51123799e-05 -7.59288591e-01
  2.28391628e+00 -1.31768132e-05 -1.51123799e-05 -1.31768132e-05
  1.31881304e-02]",[ 0.4095684  -0.83499935 -0.83499935  2.20081292],[ 0.41024271 -0.83512337 -0.83512337  2.20031211],[ 0.41043245 -0.83504723 -0.83504723  2.20105409]
[ 7.28406516e+67 -8.60927216e+68  6.96015635e+68],[-1.99190121e+65  5.17930412e+65],[-2.24124666e+66  1.47305599e+66],[-6.28110326e+66  6.59079671e+66],"[ 5.49290192e-01 -7.77963279e-01  2.02108418e-06 -7.77963279e-01
  2.23984646e+00  4.28468773e-06  2.02108418e-06  4.28468773e-06
  1.31881269e-02]",[ 0.40956834 -0.83499921 -0.83499921  2.20081257],[ 0.41024269 -0.83512333 -0.83512333  2.20031203],[ 0.41043186 -0.83504584 -0.83504584  2.2010498 ]
[-3.08898190e+68 -1.29577940e+69  1.07115337e+69],[ 2.04190731e+65 -5.07468214e+65],[-1.54996706e+66  1.34623246e+66],[-4.82857399e+66  1.06945183e+67],"[ 5.73747001e-01 -8.18712520e-01 -2.28573263e-05 -8.18712520e-01
  2.21574073e+00  3.23680966e-06 -2.28573263e-05  3.23680966e-06
  1.31881235e-02]",[ 0.40956817 -0.83499877 -0.83499877  2.20081145],[ 0.4102425  -0.83512331 -0.83512331  2.20031203],[ 0.41043149 -0.83504556 -0.83504556  2.2010447 ]
[-1.07484898e+69 -1.74808718e+69  1.64952962e+69],[ 1.06249978e+66 -2.69435769e+66],[7.68193035e+65 4.51133376e+65],[7.21601783e+65 1.56378714e+67],"[ 5.68733326e-01 -8.66152968e-01 -9.94533638e-06 -8.66152968e-01
  2.22061504e+00  7.22221415e-06 -9.94533638e-06  7.22221415e-06
  1.31881237e-02]",[ 0.40956786 -0.83499797 -0.83499797  2.20080942],[ 0.41024154 -0.83512298 -0.83512298  2.20031191],[ 0.41043019 -0.83504622 -0.83504622  2.20103956]
[-2.41909980e+69 -2.03431705e+69  2.54054122e+69],[ 2.61939319e+66 -6.66678926e+66],[ 5.90289748e+66 -1.86294115e+66],[1.34751489e+67 2.03601095e+67],"[ 5.36281380e-01 -9.01270537e-01 -2.06833643e-05 -9.01270537e-01
  2.25277727e+00  1.86195588e-05 -2.06833643e-05  1.86195588e-05
  1.31881245e-02]",[ 0.40956743 -0.83499689 -0.83499689  2.20080667],[ 0.41023954 -0.83512212 -0.83512212  2.20031154],[ 0.41042716 -0.83504727 -0.83504727  2.20103516]
[-4.51568847e+69 -1.81205716e+69  3.91861030e+69],[ 5.13933102e+66 -1.31037233e+67],[ 1.54363142e+67 -6.51554042e+66],[3.76293075e+67 2.25222657e+67],"[ 4.89120059e-01 -9.10116281e-01 -5.56218928e-06 -9.10116281e-01
  2.29958736e+00  9.96965415e-08 -5.56218928e-06  9.96965415e-08
  1.31881238e-02]",[ 0.40956697 -0.83499571 -0.83499571  2.20080368],[ 0.41023663 -0.83512073 -0.83512073  2.20031088],[ 0.41042232 -0.83504804 -0.83504804  2.201032  ]
[-7.47011808e+69 -4.56709482e+68  6.03661830e+69],[ 8.80365742e+66 -2.24746627e+67],[ 3.10798125e+67 -1.46008364e+67],[7.78265799e+67 1.76515829e+67],"[ 4.46360191e-01 -8.89474368e-01 -5.45113796e-06 -8.89474368e-01
  2.34246441e+00  2.59916440e-05 -5.45113796e-06  2.59916440e-05
  1.31881257e-02]",[ 0.40956656 -0.83499467 -0.83499467  2.20080103],[ 0.41023331 -0.83511903 -0.83511903  2.20031   ],[ 0.41041632 -0.83504794 -0.83504794  2.2010301 ]
[-1.11397119e+70  2.90655180e+69  9.30590414e+69],[ 1.35655595e+67 -3.46696098e+67],[ 5.42656222e+67 -2.72359527e+67],[ 1.38353566e+68 -1.49933963e+66],"[ 4.24317092e-01 -8.47372349e-01 -4.51449880e-06 -8.47372349e-01
  2.36472901e+00 -9.09080602e-06 -4.51449880e-06 -9.09080602e-06
  1.31881225e-02]",[ 0.40956627 -0.83499394 -0.83499394  2.20079917],[ 0.41023023 -0.83511734 -0.83511734  2.20030907],[ 0.41041024 -0.83504679 -0.83504679  2.20102898]
[-1.48697306e+70  9.62659022e+69  1.43192423e+70],[ 1.87757487e+67 -4.80444585e+67],[ 8.49536438e+67 -4.49857787e+67],[ 2.19755610e+68 -4.58188571e+67],"[ 4.31543559e-01 -8.00583229e-01  8.40639829e-06 -8.00583229e-01
  2.35817375e+00  1.23742009e-05  8.40639829e-06  1.23742009e-05
  1.31881231e-02]",[ 0.40956613 -0.83499357 -0.83499357  2.20079822],[ 0.41022793 -0.83511598 -0.83511598  2.20030828],[ 0.41040519 -0.83504479 -0.83504479  2.20102789]
[-1.70208878e+70  2.13823008e+70  2.20406722e+70],[ 2.28062558e+67 -5.84580032e+67],[ 1.19801828e+68 -6.69867313e+67],[ 3.14342380e+68 -1.30104198e+68],"[ 4.65290504e-01 -7.67025345e-01  2.02248291e-05 -7.67025345e-01
  2.32418620e+00  2.24654592e-05  2.02248291e-05  2.24654592e-05
  1.31881254e-02]",[ 0.40956609 -0.83499347 -0.83499347  2.20079795],[ 0.41022667 -0.83511515 -0.83511515  2.20030773],[ 0.41040189 -0.83504247 -0.83504247  2.20102608]
[-1.43817855e+70  3.97247218e+70  3.39914878e+70],[ 2.22184305e+67 -5.71453925e+67],[ 1.48766714e+68 -8.91714418e+67],[ 3.97839332e+68 -2.71432706e+68],"[ 5.12418126e-01 -7.60696869e-01  2.76260634e-05 -7.60696869e-01
  2.27601102e+00  1.99278565e-05  2.76260634e-05  1.99278565e-05
  1.31881303e-02]",[ 0.40956608 -0.83499344 -0.83499344  2.20079789],[ 0.41022629 -0.83511485 -0.83511485  2.20030748],[ 0.41040036 -0.83504049 -0.83504049  2.20102309]
[-2.24543305e+69  6.51074165e+70  5.24819122e+70],[ 1.08114717e+67 -2.82814617e+67],[ 1.50731271e+68 -1.01814883e+68],[ 4.19749645e+68 -4.84975001e+68],"[ 5.54225510e-01 -7.83769012e-01 -2.01462631e-05 -7.83769012e-01
  2.23404972e+00 -2.03433587e-06 -2.01462631e-05 -2.03433587e-06
  1.31881239e-02]",[ 0.40956601 -0.83499327 -0.83499327  2.20079746],[ 0.41022629 -0.83511484 -0.83511484  2.20030743],[ 0.41039992 -0.83503935 -0.83503935  2.20101895]
[2.69193038e+70 9.64629208e+70 8.07720118e+70],[-2.11985608e+67  5.31274133e+67],[ 8.96803594e+67 -8.70978133e+67],[ 2.90488181e+68 -7.75094713e+68],"[ 5.75664466e-01 -8.25897430e-01 -3.41011382e-05 -8.25897430e-01
  2.21449685e+00  2.24004575e-06 -3.41011382e-05  2.24004575e-06
  1.31881283e-02]",[ 0.40956582 -0.83499279 -0.83499279  2.20079625],[ 0.41022602 -0.83511479 -0.83511479  2.20030742],[ 0.41039951 -0.83503922 -0.83503922  2.20101414]
[8.54471129e+70 1.28355380e+71 1.24061658e+71],[-8.70953030e+67  2.21055898e+68],[-9.18627622e+67 -1.50745391e+67],[-1.38565341e+68 -1.11740951e+69],"[ 5.68288321e-01 -8.72044580e-01  5.79881672e-07 -8.72044580e-01
  2.22338140e+00  3.35355850e-06  5.79881672e-07  3.35355850e-06
  1.31881266e-02]",[ 0.4095655  -0.83499198 -0.83499198  2.20079417],[ 0.410225   -0.83511442 -0.83511442  2.20030729],[ 0.41039812 -0.83503987 -0.83503987  2.20100939]
[1.87048224e+71 1.46301833e+71 1.90885518e+71],[-2.03270031e+68  5.17498502e+68],[-4.80869179e+68  1.62029893e+68],[-1.09322787e+69 -1.42833820e+69],"[ 5.32875423e-01 -9.04639458e-01 -1.28237689e-06 -9.04639458e-01
  2.25814817e+00 -4.09711617e-06 -1.28237689e-06 -4.09711617e-06
  1.31881246e-02]",[ 0.40956509 -0.83499092 -0.83499092  2.20079148],[ 0.41022297 -0.83511354 -0.83511354  2.2003069 ],[ 0.41039509 -0.83504081 -0.83504081  2.20100539]
[3.44780891e+71 1.22924870e+71 2.94438557e+71],[-3.88934836e+68  9.91779138e+68],[-1.19224130e+69  5.11489828e+68],[-2.87242079e+69 -1.52927143e+69],"[ 4.84168314e-01 -9.09672037e-01  3.38721534e-06 -9.09672037e-01
  2.30545777e+00  2.06015918e-06  3.38721534e-06  2.06015918e-06
  1.31881249e-02]",[ 0.40956465 -0.8349898  -0.8349898   2.20078862],[ 0.41022011 -0.83511216 -0.83511216  2.20030624],[ 0.4103904  -0.83504139 -0.83504139  2.20100255]
[5.64062101e+71 1.01904629e+70 4.54353597e+71],[-6.55888290e+68  1.67449418e+69],[-2.34762882e+69  1.11242011e+69],[-5.80138081e+69 -1.08553288e+69],"[ 4.42218432e-01 -8.85057614e-01  7.88723117e-06 -8.85057614e-01
  2.34622783e+00 -2.69889107e-05  7.88723117e-06 -2.69889107e-05
  1.31881303e-02]",[ 0.40956426 -0.83498883 -0.83498883  2.20078615],[ 0.41021692 -0.8351105  -0.8351105   2.20030538],[ 0.41038474 -0.83504113 -0.83504113  2.20100086]
[ 8.29757913e+71 -2.58456350e+71  7.01570863e+71],[-9.96751731e+68  2.54750562e+69],[-4.03747996e+69  2.04023611e+69],[-1.01518720e+70  4.36278992e+68],"[ 4.23528079e-01 -8.40808295e-01  3.91225005e-06 -8.40808295e-01
  2.36434182e+00 -8.15704913e-06  3.91225005e-06 -8.15704913e-06
  1.31881248e-02]",[ 0.40956401 -0.83498817 -0.83498817  2.20078447],[ 0.41021404 -0.83510891 -0.83510891  2.2003045 ],[ 0.41037916 -0.8350399  -0.8350399   2.20099984]
[ 1.09255409e+72 -7.67869535e+71  1.08139684e+72],[-1.35819225e+69  3.47563617e+69],[-6.23812540e+69  3.32634509e+69],[-1.59463355e+70  3.79819212e+69],"[ 4.34827503e-01 -7.94831120e-01  1.16008234e-05 -7.94831120e-01
  2.35418731e+00  2.72588038e-05  1.16008234e-05  2.72588038e-05
  1.31881290e-02]",[ 0.40956388 -0.83498785 -0.83498785  2.20078367],[ 0.41021197 -0.83510768 -0.83510768  2.20030376],[ 0.41037465 -0.83503795 -0.83503795  2.20099876]
[ 1.23250849e+72 -1.64557180e+72  1.66203138e+72],[-1.61098141e+69  4.13013989e+69],[-8.6913398e+69  4.8976839e+69],[-2.25970446e+70  1.00190056e+70],"[ 4.70884778e-01 -7.64000449e-01  6.19889478e-06 -7.64000449e-01
  2.31997822e+00  1.80709201e-06  6.19889478e-06  1.80709201e-06
  1.31881254e-02]",[ 0.40956385 -0.83498778 -0.83498778  2.20078348],[ 0.41021087 -0.83510695 -0.83510695  2.20030327],[ 0.41037177 -0.83503579 -0.83503579  2.20099698]
[ 1.01186617e+72 -3.00335985e+72  2.55521515e+72],[-1.50918959e+69  3.88406535e+69],[-1.06574997e+70  6.45153387e+69],[-2.83051767e+70  2.02693843e+70],"[ 5.18362423e-01 -7.60196506e-01  3.16872932e-06 -7.60196506e-01
  2.27286809e+00  6.62319248e-06  3.16872932e-06  6.62319248e-06
  1.31881259e-02]",[ 0.40956384 -0.83498775 -0.83498775  2.20078341],[ 0.41021056 -0.83510669 -0.83510669  2.20030305],[ 0.41037047 -0.83503401 -0.83503401  2.20099411]
[ 4.52453774e+70 -4.88705860e+72  3.93404645e+72],[-6.05194037e+68  1.59500192e+69],[-1.05899755e+70  7.27396868e+69],[-2.93157060e+70  3.55487022e+70],"[ 5.58791698e-01 -7.85504194e-01  2.22859714e-05 -7.85504194e-01
  2.23205771e+00  7.99276967e-06  2.22859714e-05  7.99276967e-06
  1.31881300e-02]",[ 0.40956377 -0.83498757 -0.83498757  2.20078294],[ 0.41021056 -0.83510669 -0.83510669  2.20030302],[ 0.4103701  -0.83503302 -0.83503302  2.20099021]
[-2.31234062e+72 -7.17863565e+72  6.05628848e+72],[ 1.80487716e+69 -4.53533752e+69],[-5.74687404e+69  6.00304116e+69],[-1.87474389e+70  5.58754192e+70],"[ 5.76124604e-01 -8.30001426e-01 -1.37754503e-05 -8.30001426e-01
  2.21411284e+00  5.14980774e-06 -1.37754503e-05  5.14980774e-06
  1.31881223e-02]",[ 0.40956358 -0.83498709 -0.83498709  2.20078172],[ 0.41021026 -0.83510663 -0.83510663  2.200303  ],[ 0.41036966 -0.83503297 -0.83503297  2.20098572]
[-6.85663844e+72 -9.39052192e+72  9.33763314e+72],[ 6.70506136e+69 -1.70241060e+70],[8.32778968e+69 2.99579587e+68],[1.45906672e+70 7.91175965e+70],"[ 5.62913810e-01 -8.76452202e-01 -3.59769547e-06 -8.76452202e-01
  2.22623205e+00  5.74967797e-06 -3.59769547e-06  5.74967797e-06
  1.31881240e-02]",[ 0.40956326 -0.83498628 -0.83498628  2.20077967],[ 0.41020916 -0.83510621 -0.83510621  2.20030285],[ 0.41036817 -0.83503361 -0.83503361  2.20098133]
[-1.45534377e+73 -1.04225167e+73  1.43943304e+73],[ 1.53481622e+70 -3.90807411e+70],[ 3.79408333e+70 -1.33371996e+70],[8.67156404e+70 9.89664676e+70],"[ 5.25137731e-01 -9.06106322e-01 -7.80799603e-06 -9.06106322e-01
  2.26353739e+00  1.20272363e-05 -7.80799603e-06  1.20272363e-05
  1.31881227e-02]",[ 0.40956285 -0.83498524 -0.83498524  2.20077703],[ 0.41020709 -0.83510529 -0.83510529  2.20030244],[ 0.4103651  -0.83503443 -0.83503443  2.2009777 ]
[-2.63068897e+73 -8.16975110e+72  2.21804785e+73],[ 2.89803247e+70 -7.39071422e+70],[ 9.10435812e+70 -3.96272580e+70],[2.18224624e+71 1.01980572e+71],"[ 4.77408924e-01 -9.07546137e-01 -9.87869593e-06 -9.07546137e-01
  2.31109680e+00  2.28216890e-05 -9.87869593e-06  2.28216890e-05
  1.31881235e-02]",[ 0.40956243 -0.83498417 -0.83498417  2.2007743 ],[ 0.41020426 -0.83510392 -0.83510392  2.20030177],[ 0.41036055 -0.83503484 -0.83503484  2.20097517]
[-4.23082664e+73  5.16346407e+71  3.41881900e+73],[ 4.83340384e+70 -1.23407268e+71],[ 1.76110703e+71 -8.41605494e+70],[4.32116099e+71 6.47460119e+70],"[ 4.38479653e-01 -8.80566220e-01  5.74047149e-06 -8.80566220e-01
  2.35041515e+00 -1.81505975e-05  5.74047149e-06 -1.81505975e-05
  1.31881302e-02]",[ 0.40956208 -0.83498327 -0.83498327  2.20077201],[ 0.4102012  -0.83510232 -0.83510232  2.20030093],[ 0.4103552  -0.83503447 -0.83503447  2.20097367]
